image_id,xmin,ymin,width,height,centerx,centery
423000_6493000,251.0,39.0,30,30,266,54
423000_6493000,258.0,45.0,30,30,273,60
423000_6493000,974.0,0.0,25.0,16.0,989,1
423000_6493000,93.0,582.0,30,30,108,597
423000_6493000,52.0,553.0,30,30,67,568
423000_6493000,59.0,638.0,30,30,74,653
423000_6493000,86.0,595.0,30,30,101,610
423000_6493000,0.0,732.0,18.0,30,3,747
423000_6493000,972.0,0.0,27.0,24.0,987,9
423000_6493000,86.0,641.0,30,30,101,656
423000_6493000,20.0,684.0,30,30,35,699
423000_6493000,1.0,908.0,30,30,16,923
423000_6493000,9.0,704.0,30,30,24,719
423000_6493000,644.0,906.0,30,30,659,921
423000_6493000,420.0,890.0,30,30,435,905
423000_6493000,247.0,36.0,30,30,262,51
423000_6493000,242.0,32.0,30,30,257,47
423000_6493000,565.0,181.0,30,30,580,196
423000_6493000,466.0,185.0,30,30,481,200
423000_6493000,554.0,503.0,30,30,569,518
423000_6493000,555.0,411.0,30,30,570,426
423000_6493000,631.0,876.0,30,30,646,891
423000_6493000,584.0,689.0,30,30,599,704
423000_6493000,154.0,220.0,30,30,169,235
423000_6493000,183.0,238.0,30,30,198,253
423000_6493000,8.0,566.0,30,30,23,581
423000_6493000,467.0,25.0,30,30,482,40
423000_6493000,469.0,105.0,30,30,484,120
423000_6493000,289.0,107.0,30,30,304,122
423000_6493000,338.0,146.0,30,30,353,161
423000_6493000,1.0,667.0,30,30,16,682
423000_6493000,262.0,0.0,30,20.0,277,5
423000_6493000,303.0,188.0,30,30,318,203
423000_6493000,468.0,128.0,30,30,483,143
423000_6493000,390.0,891.0,30,30,405,906
423000_6493000,739.0,975.0,30,24.0,754,990
423000_6493000,415.0,67.0,30,30,430,82
423000_6493000,312.0,63.0,30,30,327,78
423000_6493000,388.0,875.0,30,30,403,890
423000_6493000,394.0,878.0,30,30,409,893
423000_6493000,582.0,677.0,30,30,597,692
423000_6493000,313.0,951.0,30,30,328,966
423000_6493000,308.0,929.0,30,30,323,944
423000_6509000,173.0,125.0,30,30,188,140
423000_6510000,24.0,166.0,30,30,39,181
423000_6518000,913.0,703.0,30,30,928,718
423000_6518000,332.0,814.0,30,30,347,829
423000_6536000,121.0,195.0,30,30,136,210
423000_6536000,210.0,806.0,30,30,225,821
423000_6536000,160.0,941.0,30,30,175,956
423000_6536000,308.0,89.0,30,30,323,104
423000_6541000,477.0,423.0,30,30,492,438
423000_6541000,777.0,959.0,30,30,792,974
423000_6541000,635.0,483.0,30,30,650,498
423000_6550000,136.0,409.0,30,30,151,424
424000_6461000,228.0,105.0,30,30,243,120
424000_6461000,255.0,20.0,30,30,270,35
424000_6461000,21.0,231.0,30,30,36,246
424000_6461000,714.0,0.0,30,25.0,729,10
424000_6461000,800.0,17.0,30,30,815,32
424000_6461000,807.0,19.0,30,30,822,34
424000_6461000,688.0,0.0,30,20.0,703,5
424000_6461000,22.0,324.0,30,30,37,339
424000_6461000,16.0,302.0,30,30,31,317
424000_6461000,21.0,443.0,30,30,36,458
424000_6461000,26.0,160.0,30,30,41,175
424000_6461000,156.0,0.0,30,18.0,171,3
424000_6475000,217.0,538.0,30,30,232,553
424000_6475000,602.0,609.0,30,30,617,624
424000_6475000,925.0,619.0,30,30,940,634
424000_6475000,777.0,612.0,30,30,792,627
424000_6475000,521.0,605.0,30,30,536,620
424000_6475000,906.0,648.0,30,30,921,663
424000_6475000,873.0,901.0,30,30,888,916
424000_6475000,890.0,618.0,30,30,905,633
424000_6477000,270.0,570.0,30,30,285,585
424000_6477000,213.0,383.0,30,30,228,398
424000_6477000,264.0,587.0,30,30,279,602
424000_6477000,220.0,404.0,30,30,235,419
424000_6482000,182.0,492.0,30,30,197,507
424000_6482000,307.0,135.0,30,30,322,150
424000_6482000,304.0,108.0,30,30,319,123
424000_6482000,334.0,452.0,30,30,349,467
424000_6482000,89.0,840.0,30,30,104,855
424000_6482000,327.0,365.0,30,30,342,380
424000_6482000,281.0,133.0,30,30,296,148
424000_6482000,331.0,416.0,30,30,346,431
424000_6482000,269.0,134.0,30,30,284,149
424000_6482000,166.0,696.0,30,30,181,711
424000_6482000,358.0,719.0,30,30,373,734
424000_6482000,401.0,946.0,30,30,416,961
424000_6482000,270.0,708.0,30,30,285,723
424000_6490000,195.0,346.0,30,30,210,361
424000_6490000,286.0,935.0,30,30,301,950
424000_6490000,350.0,548.0,30,30,365,563
424000_6490000,128.0,555.0,30,30,143,570
424000_6490000,351.0,538.0,30,30,366,553
424000_6490000,336.0,251.0,30,30,351,266
424000_6490000,116.0,361.0,30,30,131,376
424000_6490000,41.0,564.0,30,30,56,579
424000_6490000,48.0,513.0,30,30,63,528
424000_6490000,874.0,468.0,30,30,889,483
424000_6490000,344.0,322.0,30,30,359,337
424000_6490000,22.0,387.0,30,30,37,402
424000_6490000,62.0,589.0,30,30,77,604
424000_6490000,75.0,582.0,30,30,90,597
424000_6490000,34.0,414.0,30,30,49,429
424000_6495000,96.0,843.0,30,30,111,858
424000_6495000,148.0,812.0,30,30,163,827
424000_6495000,207.0,429.0,30,30,222,444
424000_6495000,241.0,738.0,30,30,256,753
424000_6495000,659.0,223.0,30,30,674,238
424000_6495000,660.0,292.0,30,30,675,307
424000_6495000,678.0,103.0,30,30,693,118
424000_6495000,252.0,746.0,30,30,267,761
424000_6495000,341.0,127.0,30,30,356,142
424000_6495000,666.0,178.0,30,30,681,193
424000_6495000,156.0,924.0,30,30,171,939
424000_6495000,626.0,679.0,30,30,641,694
424000_6495000,782.0,2.0,30,30,797,17
424000_6495000,437.0,174.0,30,30,452,189
424000_6495000,766.0,635.0,30,30,781,650
424000_6495000,917.0,414.0,30,30,932,429
424000_6546000,327.0,267.0,30,30,342,282
424000_6546000,334.0,722.0,30,30,349,737
424000_6546000,412.0,297.0,30,30,427,312
424000_6546000,433.0,732.0,30,30,448,747
424000_6546000,6.0,154.0,30,30,21,169
424000_6546000,382.0,286.0,30,30,397,301
424000_6546000,400.0,279.0,30,30,415,294
424000_6546000,343.0,844.0,30,30,358,859
425000_6467000,338.0,804.0,30,30,353,819
425000_6469000,870.0,122.0,30,30,885,137
425000_6469000,338.0,427.0,30,30,353,442
425000_6471000,424.0,609.0,30,30,439,624
425000_6471000,484.0,956.0,30,30,499,971
425000_6471000,484.0,901.0,30,30,499,916
425000_6471000,110.0,387.0,30,30,125,402
425000_6471000,785.0,215.0,30,30,800,230
425000_6471000,793.0,235.0,30,30,808,250
425000_6471000,419.0,532.0,30,30,434,547
425000_6471000,409.0,552.0,30,30,424,567
425000_6471000,118.0,900.0,30,30,133,915
425000_6471000,42.0,984.0,30,15.0,57,999
425000_6471000,294.0,670.0,30,30,309,685
425000_6471000,349.0,645.0,30,30,364,660
425000_6471000,122.0,794.0,30,30,137,809
425000_6471000,95.0,754.0,30,30,110,769
425000_6471000,135.0,736.0,30,30,150,751
425000_6471000,432.0,629.0,30,30,447,644
425000_6471000,485.0,839.0,30,30,500,854
425000_6471000,388.0,597.0,30,30,403,612
425000_6471000,394.0,586.0,30,30,409,601
425000_6471000,339.0,720.0,30,30,354,735
425000_6472000,272.0,385.0,30,30,287,400
425000_6472000,177.0,216.0,30,30,192,231
425000_6472000,128.0,12.0,30,30,143,27
425000_6472000,298.0,337.0,30,30,313,352
425000_6472000,497.0,379.0,30,30,512,394
425000_6472000,639.0,690.0,30,30,654,705
425000_6472000,580.0,673.0,30,30,595,688
425000_6472000,13.0,14.0,30,30,28,29
425000_6472000,510.0,649.0,30,30,525,664
425000_6472000,27.0,0.0,30,30,42,15
425000_6472000,202.0,0.0,30,27.0,217,12
425000_6484000,290.0,210.0,30,30,305,225
425000_6484000,461.0,485.0,30,30,476,500
425000_6484000,554.0,322.0,30,30,569,337
425000_6484000,613.0,356.0,30,30,628,371
425000_6484000,761.0,442.0,30,30,776,457
425000_6484000,930.0,717.0,30,30,945,732
425000_6484000,946.0,678.0,30,30,961,693
425000_6484000,958.0,687.0,30,30,973,702
425000_6484000,307.0,177.0,30,30,322,192
425000_6484000,959.0,557.0,30,30,974,572
425000_6484000,560.0,533.0,30,30,575,548
425000_6484000,748.0,606.0,30,30,763,621
425000_6484000,915.0,640.0,30,30,930,655
425000_6490000,126.0,486.0,30,30,141,501
425000_6490000,634.0,608.0,30,30,649,623
425000_6490000,676.0,567.0,30,30,691,582
425000_6490000,577.0,657.0,30,30,592,672
425000_6490000,842.0,481.0,30,30,857,496
425000_6490000,633.0,589.0,30,30,648,604
425000_6490000,197.0,514.0,30,30,212,529
425000_6494000,47.0,154.0,30,30,62,169
425000_6525000,332.0,103.0,30,30,347,118
425000_6525000,569.0,922.0,30,30,584,937
426000_6460000,402.0,362.0,30,30,417,377
426000_6460000,579.0,178.0,30,30,594,193
426000_6460000,729.0,0.0,30,23.0,744,8
426000_6460000,190.0,535.0,30,30,205,550
426000_6460000,933.0,16.0,30,30,948,31
426000_6460000,382.0,326.0,30,30,397,341
426000_6460000,91.0,712.0,30,30,106,727
426000_6460000,227.0,922.0,30,30,242,937
426000_6460000,121.0,631.0,30,30,136,646
426000_6460000,852.0,656.0,30,30,867,671
426000_6460000,833.0,0.0,30,21.0,848,6
426000_6460000,614.0,883.0,30,30,629,898
426000_6461000,559.0,487.0,30,30,574,502
426000_6461000,502.0,383.0,30,30,517,398
426000_6461000,419.0,335.0,30,30,434,350
426000_6461000,91.0,5.0,30,30,106,20
426000_6461000,26.0,47.0,30,30,41,62
426000_6461000,287.0,304.0,30,30,302,319
426000_6461000,396.0,339.0,30,30,411,354
426000_6461000,48.0,226.0,30,30,63,241
426000_6461000,61.0,223.0,30,30,76,238
426000_6461000,146.0,18.0,30,30,161,33
426000_6463000,701.0,635.0,30,30,716,650
426000_6463000,969.0,472.0,30,30,984,487
426000_6463000,943.0,260.0,30,30,958,275
426000_6463000,785.0,117.0,30,30,800,132
426000_6463000,761.0,40.0,30,30,776,55
426000_6463000,892.0,257.0,30,30,907,272
426000_6463000,705.0,23.0,30,30,720,38
426000_6463000,844.0,166.0,30,30,859,181
426000_6463000,766.0,426.0,30,30,781,441
426000_6463000,758.0,44.0,30,30,773,59
426000_6465000,206.0,339.0,30,30,221,354
426000_6465000,249.0,385.0,30,30,264,400
426000_6465000,914.0,693.0,30,30,929,708
426000_6465000,518.0,594.0,30,30,533,609
426000_6465000,49.0,114.0,30,30,64,129
426000_6465000,142.0,263.0,30,30,157,278
426000_6465000,801.0,660.0,30,30,816,675
426000_6465000,526.0,598.0,30,30,541,613
426000_6465000,878.0,664.0,30,30,893,679
426000_6472000,114.0,429.0,30,30,129,444
426000_6472000,692.0,876.0,30,30,707,891
426000_6472000,783.0,982.0,30,17.0,798,997
426000_6472000,325.0,379.0,30,30,340,394
426000_6472000,343.0,408.0,30,30,358,423
426000_6472000,903.0,384.0,30,30,918,399
426000_6474000,161.0,977.0,30,22.0,176,992
426000_6475000,971.0,360.0,28.0,30,986,375
426000_6475000,911.0,490.0,30,30,926,505
426000_6475000,415.0,233.0,30,30,430,248
426000_6475000,410.0,235.0,30,30,425,250
426000_6475000,548.0,832.0,30,30,563,847
426000_6475000,778.0,69.0,30,30,793,84
426000_6475000,326.0,539.0,30,30,341,554
426000_6475000,461.0,756.0,30,30,476,771
426000_6475000,888.0,10.0,30,30,903,25
426000_6475000,258.0,286.0,30,30,273,301
426000_6475000,810.0,119.0,30,30,825,134
426000_6485000,814.0,532.0,30,30,829,547
426000_6485000,434.0,575.0,30,30,449,590
426000_6485000,838.0,460.0,30,30,853,475
426000_6485000,875.0,521.0,30,30,890,536
426000_6485000,959.0,663.0,30,30,974,678
426000_6485000,959.0,739.0,30,30,974,754
426000_6485000,972.0,549.0,27.0,30,987,564
426000_6485000,816.0,843.0,30,30,831,858
426000_6485000,748.0,963.0,30,30,763,978
426000_6485000,650.0,172.0,30,30,665,187
426000_6485000,751.0,326.0,30,30,766,341
426000_6485000,771.0,355.0,30,30,786,370
426000_6485000,556.0,29.0,30,30,571,44
426000_6485000,343.0,361.0,30,30,358,376
426000_6485000,390.0,429.0,30,30,405,444
426000_6485000,953.0,638.0,30,30,968,653
426000_6485000,926.0,658.0,30,30,941,673
426000_6485000,737.0,357.0,30,30,752,372
426000_6485000,708.0,368.0,30,30,723,383
426000_6485000,945.0,631.0,30,30,960,646
426000_6485000,894.0,563.0,30,30,909,578
426000_6485000,772.0,701.0,30,30,787,716
426000_6485000,847.0,787.0,30,30,862,802
426000_6485000,843.0,795.0,30,30,858,810
426000_6485000,778.0,708.0,30,30,793,723
426000_6485000,966.0,792.0,30,30,981,807
426000_6485000,967.0,796.0,30,30,982,811
426000_6485000,964.0,644.0,30,30,979,659
426000_6487000,105.0,687.0,30,30,120,702
426000_6487000,63.0,545.0,30,30,78,560
426000_6487000,809.0,334.0,30,30,824,349
426000_6487000,783.0,471.0,30,30,798,486
426000_6487000,27.0,756.0,30,30,42,771
426000_6487000,49.0,654.0,30,30,64,669
426000_6487000,92.0,678.0,30,30,107,693
426000_6487000,78.0,670.0,30,30,93,685
426000_6487000,88.0,260.0,30,30,103,275
426000_6487000,87.0,271.0,30,30,102,286
426000_6487000,0.0,512.0,17.0,30,2,527
426000_6487000,24.0,373.0,30,30,39,388
426000_6487000,665.0,837.0,30,30,680,852
426000_6488000,24.0,487.0,30,30,39,502
426000_6488000,29.0,418.0,30,30,44,433
426000_6488000,188.0,335.0,30,30,203,350
426000_6488000,2.0,358.0,30,30,17,373
426000_6488000,737.0,280.0,30,30,752,295
426000_6488000,733.0,282.0,30,30,748,297
426000_6488000,266.0,332.0,30,30,281,347
426000_6488000,950.0,120.0,30,30,965,135
426000_6488000,983.0,84.0,16.0,30,998,99
426000_6488000,72.0,617.0,30,30,87,632
426000_6488000,179.0,274.0,30,30,194,289
426000_6488000,167.0,126.0,30,30,182,141
426000_6488000,43.0,484.0,30,30,58,499
426000_6488000,119.0,874.0,30,30,134,889
426000_6488000,244.0,58.0,30,30,259,73
426000_6522000,0.0,575.0,23.0,30,8,590
426000_6522000,353.0,132.0,30,30,368,147
426000_6522000,666.0,58.0,30,30,681,73
426000_6522000,72.0,378.0,30,30,87,393
426000_6522000,805.0,375.0,30,30,820,390
426000_6525000,904.0,148.0,30,30,919,163
426000_6525000,734.0,540.0,30,30,749,555
426000_6525000,938.0,300.0,30,30,953,315
426000_6528000,746.0,831.0,30,30,761,846
426000_6528000,981.0,243.0,18.0,30,996,258
426000_6531000,417.0,548.0,30,30,432,563
426000_6531000,514.0,338.0,30,30,529,353
426000_6531000,804.0,424.0,30,30,819,439
426000_6531000,803.0,550.0,30,30,818,565
426000_6531000,782.0,515.0,30,30,797,530
426000_6531000,765.0,545.0,30,30,780,560
426000_6531000,700.0,297.0,30,30,715,312
426000_6531000,833.0,346.0,30,30,848,361
426000_6531000,240.0,243.0,30,30,255,258
426000_6531000,551.0,329.0,30,30,566,344
426000_6531000,594.0,198.0,30,30,609,213
426000_6531000,159.0,474.0,30,30,174,489
427000_6463000,54.0,895.0,30,30,69,910
427000_6463000,44.0,916.0,30,30,59,931
427000_6463000,66.0,936.0,30,30,81,951
427000_6463000,5.0,260.0,30,30,20,275
427000_6463000,145.0,730.0,30,30,160,745
427000_6474000,842.0,152.0,30,30,857,167
427000_6474000,857.0,165.0,30,30,872,180
427000_6474000,853.0,134.0,30,30,868,149
427000_6474000,493.0,844.0,30,30,508,859
427000_6474000,630.0,899.0,30,30,645,914
427000_6474000,222.0,848.0,30,30,237,863
427000_6474000,268.0,827.0,30,30,283,842
427000_6474000,309.0,233.0,30,30,324,248
427000_6474000,318.0,414.0,30,30,333,429
427000_6474000,167.0,872.0,30,30,182,887
427000_6474000,916.0,961.0,30,30,931,976
427000_6474000,833.0,958.0,30,30,848,973
427000_6474000,399.0,771.0,30,30,414,786
427000_6474000,930.0,962.0,30,30,945,977
427000_6474000,663.0,440.0,30,30,678,455
427000_6525000,207.0,949.0,30,30,222,964
427000_6525000,565.0,0.0,30,30,580,15
427000_6531000,838.0,603.0,30,30,853,618
427000_6531000,700.0,660.0,30,30,715,675
427000_6531000,715.0,615.0,30,30,730,630
427000_6531000,96.0,129.0,30,30,111,144
427000_6536000,916.0,396.0,30,30,931,411
427000_6538000,0.0,976.0,23.0,23.0,8,991
427000_6538000,24.0,778.0,30,30,39,793
427000_6538000,245.0,675.0,30,30,260,690
427000_6538000,828.0,802.0,30,30,843,817
427000_6538000,243.0,627.0,30,30,258,642
427000_6538000,786.0,932.0,30,30,801,947
427000_6539000,341.0,871.0,30,30,356,886
427000_6539000,719.0,902.0,30,30,734,917
427000_6539000,823.0,356.0,30,30,838,371
427000_6539000,819.0,317.0,30,30,834,332
427000_6539000,765.0,173.0,30,30,780,188
427000_6539000,756.0,163.0,30,30,771,178
427000_6539000,933.0,140.0,30,30,948,155
427000_6539000,928.0,89.0,30,30,943,104
427000_6539000,294.0,853.0,30,30,309,868
427000_6539000,314.0,727.0,30,30,329,742
427000_6539000,270.0,723.0,30,30,285,738
427000_6539000,824.0,371.0,30,30,839,386
427000_6539000,971.0,906.0,28.0,30,986,921
427000_6539000,982.0,910.0,17.0,30,997,925
427000_6539000,971.0,979.0,28.0,20.0,986,994
427000_6539000,718.0,655.0,30,30,733,670
427000_6539000,662.0,816.0,30,30,677,831
427000_6539000,720.0,959.0,30,30,735,974
427000_6539000,444.0,15.0,30,30,459,30
427000_6539000,0.0,721.0,30,30,15,736
427000_6539000,82.0,837.0,30,30,97,852
427000_6539000,720.0,819.0,30,30,735,834
427000_6539000,717.0,693.0,30,30,732,708
427000_6539000,717.0,495.0,30,30,732,510
427000_6539000,718.0,486.0,30,30,733,501
427000_6539000,134.0,912.0,30,30,149,927
427000_6539000,246.0,870.0,30,30,261,885
427000_6539000,718.0,532.0,30,30,733,547
427000_6539000,718.0,570.0,30,30,733,585
427000_6539000,968.0,736.0,30,30,983,751
427000_6539000,876.0,617.0,30,30,891,632
427000_6539000,718.0,605.0,30,30,733,620
427000_6539000,848.0,603.0,30,30,863,618
427000_6539000,855.0,711.0,30,30,870,726
427000_6539000,853.0,905.0,30,30,868,920
427000_6539000,909.0,345.0,30,30,924,360
427000_6539000,647.0,56.0,30,30,662,71
427000_6539000,645.0,99.0,30,30,660,114
427000_6539000,734.0,146.0,30,30,749,161
427000_6539000,651.0,49.0,30,30,666,64
427000_6539000,922.0,222.0,30,30,937,237
427000_6539000,913.0,316.0,30,30,928,331
427000_6539000,976.0,980.0,23.0,19.0,991,995
427000_6539000,291.0,946.0,30,30,306,961
427000_6539000,847.0,78.0,30,30,862,93
427000_6539000,279.0,869.0,30,30,294,884
427000_6539000,961.0,153.0,30,30,976,168
427000_6539000,794.0,148.0,30,30,809,163
427000_6539000,290.0,788.0,30,30,305,803
427000_6539000,245.0,831.0,30,30,260,846
427000_6539000,339.0,773.0,30,30,354,788
427000_6539000,795.0,53.0,30,30,810,68
427000_6539000,819.0,71.0,30,30,834,86
427000_6539000,245.0,849.0,30,30,260,864
427000_6539000,634.0,747.0,30,30,649,762
427000_6539000,640.0,701.0,30,30,655,716
427000_6539000,110.0,877.0,30,30,125,892
427000_6539000,294.0,869.0,30,30,309,884
428000_6518000,86.0,0.0,30,19.0,101,4
428000_6518000,0.0,151.0,21.0,30,6,166
428000_6518000,584.0,268.0,30,30,599,283
428000_6518000,515.0,442.0,30,30,530,457
428000_6518000,313.0,821.0,30,30,328,836
428000_6518000,343.0,539.0,30,30,358,554
428000_6518000,591.0,248.0,30,30,606,263
428000_6518000,391.0,622.0,30,30,406,637
428000_6518000,676.0,296.0,30,30,691,311
428000_6518000,280.0,724.0,30,30,295,739
428000_6518000,309.0,730.0,30,30,324,745
428000_6518000,285.0,484.0,30,30,300,499
428000_6518000,545.0,368.0,30,30,560,383
428000_6518000,501.0,116.0,30,30,516,131
428000_6518000,457.0,248.0,30,30,472,263
428000_6523000,623.0,25.0,30,30,638,40
428000_6523000,482.0,344.0,30,30,497,359
428000_6523000,540.0,255.0,30,30,555,270
428000_6523000,413.0,331.0,30,30,428,346
428000_6523000,372.0,389.0,30,30,387,404
428000_6523000,672.0,832.0,30,30,687,847
428000_6523000,385.0,306.0,30,30,400,321
428000_6523000,812.0,835.0,30,30,827,850
428000_6523000,687.0,738.0,30,30,702,753
428000_6523000,649.0,330.0,30,30,664,345
428000_6523000,690.0,745.0,30,30,705,760
428000_6523000,681.0,748.0,30,30,696,763
428000_6523000,630.0,80.0,30,30,645,95
428000_6523000,632.0,120.0,30,30,647,135
428000_6523000,574.0,9.0,30,30,589,24
428000_6523000,493.0,321.0,30,30,508,336
428000_6523000,431.0,339.0,30,30,446,354
428000_6523000,458.0,314.0,30,30,473,329
428000_6523000,364.0,177.0,30,30,379,192
428000_6523000,468.0,353.0,30,30,483,368
428000_6523000,356.0,243.0,30,30,371,258
428000_6525000,168.0,288.0,30,30,183,303
428000_6525000,157.0,305.0,30,30,172,320
428000_6529000,413.0,434.0,30,30,428,449
428000_6540000,181.0,622.0,30,30,196,637
428000_6540000,210.0,632.0,30,30,225,647
428000_6540000,100.0,604.0,30,30,115,619
428000_6540000,84.0,601.0,30,30,99,616
428000_6540000,17.0,591.0,30,30,32,606
428000_6540000,383.0,557.0,30,30,398,572
428000_6540000,388.0,559.0,30,30,403,574
428000_6540000,417.0,715.0,30,30,432,730
428000_6540000,445.0,579.0,30,30,460,594
428000_6540000,438.0,577.0,30,30,453,592
428000_6540000,409.0,625.0,30,30,424,640
428000_6540000,365.0,607.0,30,30,380,622
428000_6540000,413.0,627.0,30,30,428,642
428000_6540000,470.0,628.0,30,30,485,643
428000_6540000,465.0,640.0,30,30,480,655
428000_6540000,434.0,672.0,30,30,449,687
428000_6540000,448.0,679.0,30,30,463,694
428000_6540000,378.0,572.0,30,30,393,587
428000_6540000,364.0,396.0,30,30,379,411
428000_6540000,324.0,386.0,30,30,339,401
428000_6540000,673.0,49.0,30,30,688,64
428000_6540000,676.0,334.0,30,30,691,349
428000_6540000,644.0,459.0,30,30,659,474
428000_6540000,583.0,400.0,30,30,598,415
428000_6540000,604.0,315.0,30,30,619,330
428000_6540000,545.0,196.0,30,30,560,211
428000_6540000,667.0,75.0,30,30,682,90
428000_6540000,590.0,199.0,30,30,605,214
428000_6540000,632.0,211.0,30,30,647,226
428000_6540000,588.0,207.0,30,30,603,222
428000_6540000,568.0,295.0,30,30,583,310
428000_6540000,638.0,187.0,30,30,653,202
428000_6540000,637.0,33.0,30,30,652,48
428000_6540000,615.0,26.0,30,30,630,41
428000_6540000,581.0,81.0,30,30,596,96
428000_6540000,590.0,84.0,30,30,605,99
428000_6540000,587.0,59.0,30,30,602,74
428000_6540000,592.0,71.0,30,30,607,86
428000_6540000,552.0,257.0,30,30,567,272
428000_6540000,581.0,118.0,30,30,596,133
428000_6540000,586.0,100.0,30,30,601,115
428000_6540000,650.0,141.0,30,30,665,156
428000_6540000,727.0,201.0,30,30,742,216
428000_6540000,642.0,174.0,30,30,657,189
428000_6540000,954.0,170.0,30,30,969,185
428000_6540000,698.0,794.0,30,30,713,809
428000_6540000,686.0,785.0,30,30,701,800
428000_6540000,251.0,28.0,30,30,266,43
428000_6540000,713.0,477.0,30,30,728,492
428000_6540000,850.0,511.0,30,30,865,526
428000_6540000,675.0,467.0,30,30,690,482
428000_6540000,919.0,160.0,30,30,934,175
428000_6540000,366.0,388.0,30,30,381,403
428000_6540000,407.0,368.0,30,30,422,383
428000_6540000,424.0,822.0,30,30,439,837
428000_6540000,476.0,923.0,30,30,491,938
428000_6540000,929.0,162.0,30,30,944,177
428000_6540000,77.0,33.0,30,30,92,48
428000_6540000,202.0,204.0,30,30,217,219
428000_6540000,406.0,783.0,30,30,421,798
428000_6540000,522.0,791.0,30,30,537,806
428000_6540000,615.0,982.0,30,17.0,630,997
428000_6540000,627.0,798.0,30,30,642,813
428000_6540000,576.0,428.0,30,30,591,443
428000_6540000,573.0,441.0,30,30,588,456
428000_6540000,558.0,424.0,30,30,573,439
428000_6540000,502.0,423.0,30,30,517,438
428000_6540000,567.0,396.0,30,30,582,411
428000_6540000,592.0,304.0,30,30,607,319
428000_6540000,545.0,357.0,30,30,560,372
428000_6540000,576.0,838.0,30,30,591,853
428000_6540000,605.0,810.0,30,30,620,825
428000_6540000,637.0,851.0,30,30,652,866
428000_6540000,622.0,801.0,30,30,637,816
428000_6540000,399.0,781.0,30,30,414,796
428000_6540000,454.0,253.0,30,30,469,268
428000_6540000,80.0,386.0,30,30,95,401
428000_6540000,643.0,168.0,30,30,658,183
428000_6540000,571.0,194.0,30,30,586,209
428000_6540000,965.0,524.0,30,30,980,539
428000_6540000,656.0,116.0,30,30,671,131
428000_6540000,785.0,805.0,30,30,800,820
428000_6540000,931.0,851.0,30,30,946,866
428000_6540000,841.0,925.0,30,30,856,940
428000_6540000,921.0,690.0,30,30,936,705
428000_6540000,978.0,814.0,21.0,30,993,829
428000_6540000,944.0,843.0,30,30,959,858
428000_6540000,499.0,681.0,30,30,514,696
428000_6540000,892.0,518.0,30,30,907,533
428000_6540000,981.0,196.0,18.0,30,996,211
428000_6540000,734.0,971.0,30,28.0,749,986
428000_6540000,482.0,948.0,30,30,497,963
428000_6540000,964.0,983.0,30,16.0,979,998
428000_6540000,4.0,960.0,30,30,19,975
428000_6540000,67.0,33.0,30,30,82,48
428000_6540000,115.0,0.0,30,26.0,130,11
428000_6540000,0.0,225.0,21.0,30,6,240
428000_6540000,8.0,170.0,30,30,23,185
428000_6540000,244.0,660.0,30,30,259,675
428000_6540000,224.0,641.0,30,30,239,656
428000_6540000,268.0,295.0,30,30,283,310
428000_6540000,112.0,607.0,30,30,127,622
428000_6540000,49.0,596.0,30,30,64,611
428000_6540000,59.0,908.0,30,30,74,923
428000_6540000,10.0,954.0,30,30,25,969
428000_6540000,51.0,614.0,30,30,66,629
428000_6540000,209.0,692.0,30,30,224,707
428000_6540000,54.0,527.0,30,30,69,542
428000_6540000,172.0,790.0,30,30,187,805
428000_6540000,398.0,397.0,30,30,413,412
428000_6540000,268.0,700.0,30,30,283,715
428000_6540000,317.0,622.0,30,30,332,637
428000_6540000,349.0,543.0,30,30,364,558
428000_6540000,377.0,780.0,30,30,392,795
428000_6540000,353.0,636.0,30,30,368,651
428000_6540000,274.0,712.0,30,30,289,727
428000_6540000,313.0,796.0,30,30,328,811
428000_6540000,260.0,686.0,30,30,275,701
428000_6540000,503.0,670.0,30,30,518,685
428000_6540000,425.0,695.0,30,30,440,710
428000_6540000,226.0,674.0,30,30,241,689
428000_6540000,216.0,193.0,30,30,231,208
428000_6540000,587.0,444.0,30,30,602,459
428000_6540000,703.0,784.0,30,30,718,799
428000_6540000,431.0,353.0,30,30,446,368
428000_6540000,416.0,207.0,30,30,431,222
428000_6540000,473.0,416.0,30,30,488,431
428000_6540000,661.0,94.0,30,30,676,109
428000_6540000,509.0,263.0,30,30,524,278
428000_6540000,555.0,78.0,30,30,570,93
428000_6540000,566.0,163.0,30,30,581,178
428000_6540000,528.0,251.0,30,30,543,266
428000_6540000,558.0,191.0,30,30,573,206
428000_6540000,585.0,69.0,30,30,600,84
428000_6540000,560.0,181.0,30,30,575,196
428000_6540000,938.0,873.0,30,30,953,888
428000_6540000,115.0,594.0,30,30,130,609
428000_6540000,15.0,604.0,30,30,30,619
428000_6540000,62.0,583.0,30,30,77,598
428000_6540000,38.0,566.0,30,30,53,581
428000_6540000,65.0,551.0,30,30,80,566
428000_6540000,220.0,613.0,30,30,235,628
428000_6540000,185.0,607.0,30,30,200,622
428000_6540000,67.0,585.0,30,30,82,600
428000_6540000,63.0,598.0,30,30,78,613
428000_6540000,10.0,571.0,30,30,25,586
428000_6540000,86.0,589.0,30,30,101,604
428000_6540000,27.0,539.0,30,30,42,554
428000_6540000,482.0,594.0,30,30,497,609
